"","BirdID","FieldPeriodID","Status","PeriodYear","Island","BirthDate","birthyear","popden","PeriodEnd","BreedGroupID","TerritoryID","newstat","next_status","next_year","next_breedgroup","change","occasionyear","avg_invert","age","SexEstimate"
"356",1024,77,"BrF",2007,"CN",1995-07-01,1995,379,2007-01-29,3968,127,"Dom","Dom",2007,4280,"lifebr",2007,2.69293973167199,12,0
"357",1026,23,"BrF",1998,"CN",1996-03-02,1996,368,1998-03-28,2325,60,"Dom","Dom",1998,226,"lifebr",1998,5.83789656882623,2,0
"358",1028,28,"BrM",1999,"CN",1995-07-01,1995,376,1999-09-26,434,155,"Dom","Dom",2000,3123,"lifebr",1999,5.15521640609487,4,1
"359",1029,103,"BrM",2010,"CN",1996-06-21,1996,297,2010-03-19,5511,43,"Dom","Dom",2010,4987,"lifebr",2010,2.94367555463228,14,1
"360",1031,92,"BrM",2009,"CN",1996-06-22,1996,349,2009-09-18,4750,74,"Dom","Dom",2010,5533,"lifebr",2009,4.55094243891926,13,1
"361",1032,39,"BrM",2000,"CN",1996-06-22,1996,404,2000-08-13,3066,60,"Dom","Dom",2001,3180,"lifebr",NA,NA,4,1
"362",1037,27,"BrM",1999,"CN",1995-07-16,1995,283,1999-05-04,2506,76,"Dom","Dom",1999,398,"lifebr",NA,NA,4,1
"363",1039,39,"BrM",2000,"CN",1995-07-16,1995,404,2000-08-13,3045,27,"Dom","Dom",2001,3155,"lifebr",NA,NA,5,1
"364",1041,25,"BrM",1998,"CN",1995-07-16,1995,325,1998-09-27,239,80,"Dom","Dom",1999,298,"lifebr",1998,3.40909704468116,3,1
"365",1043,92,"BrF",2009,"CN",1995-07-16,1995,349,2009-09-18,4796,165,"Dom","Dom",2010,5578,"lifebr",2009,4.55094243891926,14,0
"366",1045,39,"BrM",2000,"CN",1996-07-22,1996,404,2000-08-13,3089,89,"Dom","Dom",2001,3203,"lifebr",NA,NA,4,1
"367",1047,27,"BrM",1999,"CN",1996-07-28,1996,283,1999-05-04,2521,112,"Dom","Dom",1999,419,"lifebr",NA,NA,3,1
"368",1051,22,"SEEN1",1997,"CN",1996-08-01,1996,379,1997-08-28,102,141,"Sub","Dom",1998,2324,"lifebr",1997,6.34906043057842,1,0
"369",1059,30,"BrF",2003,"CN",1996-07-16,1996,373,2003-09-02,462,24,"Dom","Dom",2003,2607,"lifebr",2003,3.65308711255895,7,0
"370",1060,22,"FLOAT",1997,"CN",1996-07-02,1996,379,1997-08-28,3388,-3,"Sub","Dom",1998,2345,"lifebr",1997,6.34906043057842,1,0
"371",1062,27,"BrM",1999,"CN",1996-07-17,1996,283,1999-05-04,2517,100,"Dom","Dom",1999,413,"lifebr",NA,NA,3,1
"372",1063,28,"BrM",1999,"CN",1996-07-21,1996,376,1999-09-26,2548,92,"Dom","Dom",2000,3091,"lifebr",1999,5.15521640609487,3,1
"373",1130,28,"BrF",1999,"CN",1996-07-27,1996,376,1999-09-26,402,82,"Dom","Dom",2000,3083,"lifebr",1999,5.15521640609487,3,0
"374",1151,27,"BrM",1999,"CN",1996-07-04,1996,283,1999-05-04,2533,157,"Dom","Dom",1999,435,"lifebr",NA,NA,3,1
"375",1153,25,"BrM",1998,"CN",1996-11-10,1996,325,1998-09-27,274,160,"Dom","Dom",1999,2466,"lifebr",1998,3.40909704468116,2,1
"376",1154,28,"BrM",1999,"CN",1996-07-08,1996,376,1999-09-26,441,169,"Dom","Dom",2000,3130,"lifebr",1999,5.15521640609487,3,1
"377",1156,39,"BrM",2000,"CN",1996-07-06,1996,404,2000-08-13,3072,68,"Dom","Dom",2001,3186,"lifebr",NA,NA,4,1
"378",1157,22,"BrM",1997,"CN",1996-07-06,1996,379,1997-08-28,44,52,"Dom","Dom",1998,2321,"lifebr",1997,6.34906043057842,1,1
"379",1159,27,"BrM",1999,"CN",1996-07-10,1996,283,1999-05-04,2507,77,"Dom","Dom",1999,399,"lifebr",NA,NA,3,1
"380",1160,27,"BrF",1999,"CN",1996-07-11,1996,283,1999-05-04,2521,112,"Dom","Dom",1999,419,"lifebr",NA,NA,3,0
"381",1161,39,"BrF",2000,"CN",1996-11-07,1996,404,2000-08-13,3095,99,"Dom","Dom",2001,3210,"lifebr",NA,NA,4,0
"382",1164,28,"BrM",1999,"CN",1996-07-05,1996,376,1999-09-26,363,22,"Dom","Dom",2000,3040,"lifebr",1999,5.15521640609487,3,1
"383",1165,37,"BrM",2005,"CN",1996-07-07,1996,374,2005-09-11,673,38,"Dom","Dom",2005,6334,"lifebr",2005,3.76584093842371,9,1
"384",1166,32,"BrM",2004,"CN",1996-11-08,1996,351,2004-05-29,2726,26,"Dom","Dom",2004,2834,"lifebr",NA,NA,8,1
"385",1167,28,"BrM",1999,"CN",1996-07-07,1996,376,1999-09-26,365,24,"Dom","Dom",2000,3042,"lifebr",1999,5.15521640609487,3,1
"386",1168,39,"BrM",2000,"CN",1996-11-14,1996,404,2000-08-13,3120,141,"Dom","Dom",2001,3236,"lifebr",NA,NA,4,1
"387",1169,22,"BrM",1997,"CN",1996-07-13,1996,379,1997-08-28,109,162,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,1,1
"388",1170,85,"BrF",2008,"CN",1997-05-01,1997,368,2008-02-21,4385,95,"Dom","Dom",2008,4565,"lifebr",2008,1.83148956081149,11,0
"389",1171,92,"BrM",2009,"CN",1996-07-11,1996,349,2009-09-18,4789,139,"Dom","Dom",2010,5571,"lifebr",2009,4.55094243891926,13,1
"390",1172,92,"BrF",2009,"CN",1996-07-11,1996,349,2009-09-18,4789,139,"Dom","Dom",2010,5571,"lifebr",2009,4.55094243891926,13,0
"391",1173,39,"BrF",2000,"CN",1996-07-12,1996,404,2000-08-13,3081,80,"Dom","Dom",2001,3195,"lifebr",NA,NA,4,0
"392",1174,22,"BrM",1997,"CN",1996-07-12,1996,379,1997-08-28,2305,86,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,1,1
"393",1176,22,"BrM",1997,"CN",1996-07-09,1996,379,1997-08-28,80,106,"Dom","Dom",1998,167,"lifebr",1997,6.34906043057842,1,1
"394",1177,39,"BrF",2000,"CN",1996-07-14,1996,404,2000-08-13,3128,166,"Dom","Dom",2001,3244,"lifebr",NA,NA,4,0
"395",1178,28,"BrM",1999,"CN",1996-07-16,1996,376,1999-09-26,2545,69,"Dom","Dom",2000,3073,"lifebr",1999,5.15521640609487,3,1
"396",1182,22,"BrF",1997,"CN",1996-07-14,1996,379,1997-08-28,96,132,"Dom","Dom",1998,173,"lifebr",1997,6.34906043057842,1,0
"397",1183,22,"BrM",1997,"CN",1996-07-15,1996,379,1997-08-28,113,167,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,1,1
"398",1184,39,"BrM",2000,"CN",1996-07-21,1996,404,2000-08-13,3075,72,"Dom","Dom",2001,3189,"lifebr",NA,NA,4,1
"399",1185,28,"BrM",1999,"CN",1996-07-22,1996,376,1999-09-26,423,125,"Dom","Dom",2000,3110,"lifebr",1999,5.15521640609487,3,1
"400",1186,40,"BrF",2001,"CN",1996-07-16,1996,305,2001-07-26,3189,72,"Dom","Dom",2002,816,"lifebr",NA,NA,5,0
"401",1187,103,"BrM",2010,"CN",1996-11-15,1996,297,2010-03-19,5486,5,"Dom","Dom",2010,4962,"lifebr",2010,2.94367555463228,14,1
"402",1188,31,"BrM",2003,"CN",1996-11-18,1996,353,2004-01-14,2646,71,"Dom","Dom",2004,2762,"lifebr",NA,NA,7,1
"403",1189,22,"BrM",1997,"CN",1996-07-15,1996,379,1997-08-28,89,121,"Dom","Dom",1998,2339,"lifebr",1997,6.34906043057842,1,1
"404",1190,32,"BrF",2004,"CN",1996-07-14,1996,351,2004-05-29,2796,118,"Dom","Dom",2004,2863,"lifebr",NA,NA,8,0
"405",1191,39,"BrM",2000,"CN",1996-07-14,1996,404,2000-08-13,3106,118,"Dom","Dom",2001,3222,"lifebr",NA,NA,4,1
"406",1192,22,"BrF",1997,"CN",1996-07-14,1996,379,1997-08-28,88,119,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,1,0
"407",1193,77,"BrF",2007,"CN",1996-07-14,1996,379,2007-01-29,3913,48,"Dom","Dom",2007,4223,"lifebr",2007,2.69293973167199,11,0
"408",1195,103,"BrF",2010,"CN",1996-11-25,1996,297,2010-03-19,5546,94,"Dom","Dom",2010,5022,"lifebr",2010,2.94367555463228,14,0
"409",1196,90,"BrM",2009,"CN",1996-07-23,1996,332,2009-03-03,4128,88,"Dom","Dom",2009,4761,"lifebr",2009,3.28909595669203,13,1
"410",1197,22,"ABX",1997,"CN",1996-07-24,1996,379,1997-08-28,64,80,"Sub","Dom",1998,2339,"lifebr",1997,6.34906043057842,1,0
"411",1198,28,"BrM",1999,"CN",1996-07-15,1996,376,1999-09-26,2549,117,"Dom","Dom",2000,3105,"lifebr",1999,5.15521640609487,3,1
"412",1199,82,"BrM",2007,"CN",1996-07-15,1996,396,2007-09-16,4268,108,"Dom","Dom",2008,4392,"lifebr",2007,2.00111878419741,11,1
"413",1203,27,"BrM",1999,"CN",1996-07-26,1996,283,1999-05-04,328,54,"Dom","Dom",1999,385,"lifebr",NA,NA,3,1
"414",1206,22,"BrF",1997,"CN",1996-07-17,1996,379,1997-08-28,80,106,"Dom","Dom",1998,167,"lifebr",1997,6.34906043057842,1,0
"415",1209,31,"BrM",2003,"CN",1997-07-17,1997,353,2004-01-14,2602,16,"Dom","Dom",2004,2719,"lifebr",NA,NA,6,1
"416",1211,23,"BrM",1998,"CN",1996-07-24,1996,368,1998-03-28,166,105,"Dom","Dom",1998,254,"lifebr",1998,5.83789656882623,2,1
"417",1212,27,"BrM",1999,"CN",1996-07-29,1996,283,1999-05-04,326,48,"Dom","Dom",1999,380,"lifebr",NA,NA,3,1
"418",1214,54,"BrM",2005,"CN",1997-04-05,1997,389,2005-12-11,6331,33,"Dom","T",2006,3784,"lifebr",NA,NA,8,1
"419",1215,27,"NSA",1999,"CN",1997-07-24,1997,283,1999-05-04,2517,100,"Sub","Dom",1999,383,"lifebr",NA,NA,2,1
"420",1216,23,"BrF",1998,"CN",1997-04-15,1997,368,1998-03-28,6405,7,"Dom","Dom",1998,192,"lifebr",1998,5.83789656882623,1,0
"421",1218,31,"BrF",2003,"CN",1996-07-25,1996,353,2004-01-14,2615,34,"Dom","Dom",2004,2732,"lifebr",NA,NA,7,0
"422",1221,30,"BrM",2003,"CN",1997-06-21,1997,373,2003-09-02,499,72,"Dom","Dom",2003,2647,"lifebr",2003,3.65308711255895,6,1
"423",1222,31,"BrF",2003,"CN",1997-11-15,1997,353,2004-01-14,2619,40,"Dom","Dom",2004,2736,"lifebr",NA,NA,6,0
"424",1227,27,"ABX",1999,"CN",1997-12-10,1997,283,1999-05-04,2507,77,"Sub","Dom",1999,2546,"lifebr",NA,NA,2,0
"425",1235,23,"BrF",1998,"CN",1996-08-08,1996,368,1998-03-28,133,27,"Dom","Dom",1998,206,"lifebr",1998,5.83789656882623,2,0
"426",1240,22,"BrF",1997,"CN",1996-12-21,1996,379,1997-08-28,2307,120,"Dom",NA,NA,NA,"lifebr",1997,6.34906043057842,1,0
"427",1243,28,"BrM",1999,"CN",1996-12-24,1996,376,1999-09-26,410,94,"Dom","Dom",2000,3092,"lifebr",1999,5.15521640609487,3,1
"428",1246,27,"BrF",1999,"CN",1997-01-02,1997,283,1999-05-04,2485,30,"Dom","Dom",1999,370,"lifebr",NA,NA,2,0
"429",1247,34,"BrF",2004,"CN",1997-01-15,1997,315,2004-09-02,579,23,"Dom","Dom",2005,2889,"lifebr",2004,3.18841004325798,7,0
"430",1268,41,"BrM",2002,"CN",1998-01-18,1998,396,2002-10-02,785,13,"Dom","Dom",2003,454,"lifebr",NA,NA,4,1
"431",1274,28,"BrM",1999,"CN",1997-01-16,1997,376,1999-09-26,381,49,"Dom","Dom",2000,3059,"lifebr",1999,5.15521640609487,2,1
"432",1275,35,"BrF",2005,"CN",1997-11-15,1997,328,2005-01-12,2968,144,"Dom","T",2005,742,"lifebr",2005,5.85391449056688,8,0
"433",1279,28,"BrM",1999,"CN",1997-03-10,1997,376,1999-09-26,406,87,"Dom","Dom",2000,3087,"lifebr",1999,5.15521640609487,2,1
"434",1286,39,"BrM",2000,"CN",1997-11-07,1997,404,2000-08-13,3048,32,"Dom","Dom",2001,3158,"lifebr",NA,NA,3,1
"435",1287,37,"BrM",2005,"CN",1997-11-15,1997,374,2005-09-11,648,3,"Dom","Dom",2005,6316,"lifebr",2005,3.76584093842371,8,1
"436",1290,28,"BrM",1999,"CN",1997-11-15,1997,376,1999-09-26,386,55,"Dom","Dom",2000,3064,"lifebr",1999,5.15521640609487,2,1
"437",1299,23,"BrF",1998,"CN",1997-03-08,1997,368,1998-03-28,180,159,"Dom",NA,NA,NA,"lifebr",1998,5.83789656882623,1,0
"438",1304,28,"BrF",1999,"CN",1997-07-16,1997,376,1999-09-26,433,147,"Dom","Dom",2000,3122,"lifebr",1999,5.15521640609487,2,0
"439",1305,87,"BrF",2008,"CN",1997-11-15,1997,368,2008-09-07,4543,67,"Dom","Dom",2009,4110,"lifebr",2008,2.59212595036396,11,0
"440",1306,27,"BrM",1999,"CN",1997-11-15,1997,283,1999-05-04,2535,165,"Dom","Dom",1999,438,"lifebr",NA,NA,2,1
"441",1345,28,"BrF",1999,"CN",1997-06-23,1997,376,1999-09-26,363,22,"Dom","Dom",2000,3040,"lifebr",1999,5.15521640609487,2,0
"442",1346,37,"BrF",2005,"CN",1997-11-15,1997,374,2005-09-11,666,27,"Dom","Dom",2005,6327,"lifebr",2005,3.76584093842371,8,0
"443",1347,25,"BrF",1998,"CN",1997-07-18,1997,325,1998-09-27,213,40,"Dom","Dom",1999,290,"lifebr",1998,3.40909704468116,1,0
"444",1348,30,"BrM",2003,"CN",1998-07-17,1998,373,2003-09-02,444,1,"Dom","Dom",2003,2589,"lifebr",2003,3.65308711255895,5,1
"445",1349,31,"BrM",2003,"CN",1998-07-17,1998,353,2004-01-14,2603,17,"Dom","Dom",2004,2720,"lifebr",NA,NA,5,1
"446",1355,41,"BrF",2002,"CN",1997-12-06,1997,396,2002-10-02,3267,79,"Dom","Dom",2003,504,"lifebr",NA,NA,5,0
"447",1356,90,"BrM",2009,"CN",1997-08-05,1997,332,2009-03-03,4123,82,"Dom","Dom",2009,4756,"lifebr",2009,3.28909595669203,12,1
"448",1357,39,"BrM",2000,"CN",1997-08-09,1997,404,2000-08-13,3080,79,"Dom","Dom",2001,3194,"lifebr",NA,NA,3,1
"449",1358,37,"BrM",2005,"CN",1997-12-12,1997,374,2005-09-11,701,76,"Dom","Dom",2005,6358,"lifebr",2005,3.76584093842371,8,1
"450",1359,31,"BrM",2003,"CN",1998-08-01,1998,353,2004-01-14,2608,25,"Dom","Dom",2004,2725,"lifebr",NA,NA,5,1
"451",1360,40,"BrM",2001,"CN",1997-08-27,1997,305,2001-07-26,3200,86,"Dom","Dom",2002,3271,"lifebr",NA,NA,4,1
"452",1361,92,"BrF",2009,"CN",1998-08-20,1998,349,2009-09-18,4733,51,"Dom","Dom",2010,5517,"lifebr",2009,4.55094243891926,11,0
"453",1362,41,"BrF",2002,"CN",1998-08-14,1998,396,2002-10-02,780,7,"Dom","Dom",2003,449,"lifebr",NA,NA,4,0
"454",1367,39,"BrM",2000,"CN",1998-08-26,1998,404,2000-08-13,3079,77,"Dom","Dom",2001,3193,"lifebr",NA,NA,2,1
"455",1368,31,"BrM",2003,"CN",1997-07-21,1997,353,2004-01-14,2630,53,"Dom","Dom",2004,2746,"lifebr",NA,NA,6,1
"456",1369,35,"BrF",2005,"CN",1997-07-23,1997,328,2005-01-12,2914,60,"Dom","T",2005,689,"lifebr",2005,5.85391449056688,8,0
"457",1380,41,"BrF",2002,"CN",1997-08-02,1997,396,2002-10-02,838,123,"Dom","Dom",2003,529,"lifebr",NA,NA,5,0
"458",1381,37,"BrM",2005,"CN",1997-08-05,1997,374,2005-09-11,722,105,"Dom","Dom",2005,6374,"lifebr",2005,3.76584093842371,8,1
"459",1382,39,"BrF",2000,"CN",1997-08-07,1997,404,2000-08-13,3118,138,"Dom","Dom",2001,3231,"lifebr",NA,NA,3,0
"460",1383,39,"ABX",2000,"CN",1997-08-11,1997,404,2000-08-13,3057,47,"Sub","Dom",2001,3169,"lifebr",NA,NA,3,0
"461",1384,90,"BrF",2009,"CN",1998-08-03,1998,332,2009-03-03,4094,46,"Dom","Dom",2009,4729,"lifebr",2009,3.28909595669203,11,0
"462",1385,28,"BrF",1999,"CN",1998-07-29,1998,376,1999-09-26,377,43,"Dom","Dom",2000,3055,"lifebr",1999,5.15521640609487,1,0
"463",1386,39,"BrF",2000,"CN",1997-08-17,1997,404,2000-08-13,3059,49,"Dom","Dom",2001,3171,"lifebr",NA,NA,3,0
"464",1387,40,"BrF",2001,"CN",1998-08-10,1998,305,2001-07-26,3228,128,"Dom","Dom",2002,842,"lifebr",NA,NA,3,0
"465",1390,41,"BrF",2002,"CN",1998-08-10,1998,396,2002-10-02,802,46,"Dom","Dom",2003,476,"lifebr",NA,NA,4,0
"466",1392,28,"BrF",1999,"CN",1997-08-23,1997,376,1999-09-26,352,4,"Dom","Dom",2000,3028,"lifebr",1999,5.15521640609487,2,0
"467",1394,92,"BrM",2009,"CN",1998-08-08,1998,349,2009-09-18,4769,100,"Dom","Dom",2010,5551,"lifebr",2009,4.55094243891926,11,1
"468",1395,35,"BrM",2005,"CN",1997-08-29,1997,328,2005-01-12,2974,166,"Dom","T",2005,3009,"lifebr",2005,5.85391449056688,8,1
"469",1396,31,"BrM",2003,"CN",1998-08-23,1998,353,2004-01-14,2677,112,"Dom","Dom",2004,2793,"lifebr",NA,NA,5,1
"470",1401,103,"BrF",2010,"CN",1997-09-09,1997,297,2010-03-19,5562,125,"Dom","T",2010,5038,"lifebr",2010,2.94367555463228,13,0
"471",1409,31,"BrF",2003,"CN",1998-08-27,1998,353,2004-01-14,2602,16,"Dom","Dom",2004,2719,"lifebr",NA,NA,5,0
"472",1410,27,"BrF",1999,"CN",1998-06-12,1998,283,1999-05-04,332,73,"Dom","Dom",1999,396,"lifebr",NA,NA,1,0
"473",1412,103,"BrM",2010,"CN",1998-06-22,1998,297,2010-03-19,5566,129,"Dom","T",2010,5042,"lifebr",2010,2.94367555463228,12,1
"474",1415,116,"BrF",2012,"CN",1998-08-21,1998,321,2012-09-30,5309,39,"Dom","Dom",2013,5662,"lifebr",2012,4.47840260394996,14,0
"475",1416,28,"BrM",1999,"CN",1998-06-28,1998,376,1999-09-26,440,168,"Dom","Dom",2000,3129,"lifebr",1999,5.15521640609487,1,1
"476",1419,85,"BrF",2008,"CN",1999-04-02,1999,368,2008-02-21,4328,22,"Dom","Dom",2008,4510,"lifebr",2008,1.83148956081149,9,0
"477",1421,28,"H",1999,"CN",1999-03-26,1999,376,1999-09-26,363,22,"Helper","Dom",2000,3043,"lifebr",1999,5.15521640609487,0,0
"478",1425,40,"BrM",2001,"CN",1999-03-29,1999,305,2001-07-26,3240,157,"Dom","Dom",2002,849,"lifebr",NA,NA,2,1
"479",1427,31,"BrM",2003,"CN",1999-04-01,1999,353,2004-01-14,2685,128,"Dom","Dom",2004,2802,"lifebr",NA,NA,4,1
"480",1428,39,"U",2000,"CN",1999-01-14,1999,404,2000-08-13,3094,98,"Sub","Dom",2001,3209,"lifebr",NA,NA,1,0
"481",1430,40,"BrM",2001,"CN",1998-01-24,1998,305,2001-07-26,3242,160,"Dom","Dom",2002,851,"lifebr",NA,NA,3,1
"482",1431,40,"ABX",2001,"CN",1999-01-23,1999,305,2001-07-26,3185,67,"Sub","Dom",2002,778,"lifebr",NA,NA,2,0
"483",1435,31,"BrM",2003,"CN",1999-06-18,1999,353,2004-01-14,2651,77,"Dom","Dom",2004,2767,"lifebr",NA,NA,4,1
"484",1436,40,"U",2001,"CN",1999-07-02,1999,305,2001-07-26,3238,147,"Sub","Dom",2002,848,"lifebr",NA,NA,2,0
"485",1437,82,"BrF",2007,"CN",1998-11-08,1998,396,2007-09-16,4255,87,"Dom","Dom",2008,4379,"lifebr",2007,2.00111878419741,9,0
"486",1438,125,"BrF",2014,"CN",1999-07-02,1999,404,2014-10-04,6702,98,"Dom","Dom",2015,6875,"lifebr",2014,4.45790002850407,15,0
"487",1488,39,"FLOAT",2000,"CN",1999-07-19,1999,404,2000-08-13,7026,-3,"Sub","Dom",2001,3205,"lifebr",NA,NA,1,1
"488",1490,31,"BrF",2003,"CN",1999-06-19,1999,353,2004-01-14,2648,74,"Dom","Dom",2004,2764,"lifebr",NA,NA,4,0
"489",1491,103,"BrF",2010,"CN",1999-07-30,1999,297,2010-03-19,5540,85,"Dom","Dom",2010,5016,"lifebr",2010,2.94367555463228,11,0
"490",1493,40,"ABX",2001,"CN",1999-07-25,1999,305,2001-07-26,3154,26,"Sub","Dom",2002,3257,"lifebr",NA,NA,2,1
"491",1494,125,"BrM",2014,"CN",1999-07-27,1999,404,2014-10-04,6678,140,"Dom","Dom",2015,6890,"lifebr",2014,4.45790002850407,15,1
"492",1495,31,"BrM",2003,"CN",1999-08-05,1999,353,2004-01-14,2645,70,"Dom","Dom",2004,2761,"lifebr",NA,NA,4,1
"493",1499,116,"BrM",2012,"CN",1999-08-12,1999,321,2012-09-30,5364,9,"Dom","Dom",2013,5645,"lifebr",2012,4.47840260394996,13,1
"494",1501,90,"BrF",2009,"CN",1999-01-02,1999,332,2009-03-03,4083,28,"Dom","Dom",2009,4718,"lifebr",2009,3.28909595669203,10,0
"495",1502,39,"NSA",2000,"CN",1999-08-24,1999,404,2000-08-13,3058,48,"Sub","Dom",2001,3172,"lifebr",NA,NA,1,0
"496",1503,82,"BrF",2007,"CN",1999-01-05,1999,396,2007-09-16,4210,30,"Dom","Dom",2008,4335,"lifebr",2007,2.00111878419741,8,0
"497",1504,103,"BrM",2010,"CN",1999-06-16,1999,297,2010-03-19,5519,54,"Dom","Dom",2010,4994,"lifebr",2010,2.94367555463228,11,1
"498",1506,75,"BrF",2006,"CN",1999-08-05,1999,389,2006-09-02,3778,25,"Dom","Dom",2007,3896,"lifebr",2006,3.14873123228241,7,0
"499",1508,31,"BrF",2003,"CN",1999-03-27,1999,353,2004-01-14,2654,81,"Dom","Dom",2004,2770,"lifebr",NA,NA,4,0
"500",1509,103,"BrM",2010,"CN",1999-03-27,1999,297,2010-03-19,5487,7,"Dom","Dom",2010,4963,"lifebr",2010,2.94367555463228,11,1
"501",1510,87,"BrF",2008,"CN",1999-06-20,1999,368,2008-09-07,4512,24,"Dom","Dom",2009,4079,"lifebr",2008,2.59212595036396,9,0
"502",1511,40,"BrF",2001,"CN",1999-04-17,1999,305,2001-07-26,3150,22,"Dom","Dom",2002,790,"lifebr",NA,NA,2,0
"503",1512,82,"BrM",2007,"CN",1999-08-03,1999,396,2007-09-16,4271,111,"Dom","T",2008,4395,"lifebr",2007,2.00111878419741,8,1
"504",1515,39,"ABX",2000,"CN",1999-06-20,1999,404,2000-08-13,3050,35,"Sub","Dom",2001,3152,"lifebr",NA,NA,1,1
"505",1517,39,"BrF",2000,"CN",1998-08-29,1998,404,2000-08-13,3125,159,"Dom","Dom",2001,3241,"lifebr",NA,NA,2,0
"506",1523,116,"BrM",2012,"CN",1999-06-17,1999,321,2012-09-30,5604,58,"Dom","Dom",2013,5885,"lifebr",2012,4.47840260394996,13,1
"507",1531,40,"BrF",2001,"CN",1999-08-20,1999,305,2001-07-26,3154,26,"Dom","Dom",2002,3258,"lifebr",NA,NA,2,0
"508",1532,103,"BrF",2010,"CN",1999-08-21,1999,297,2010-03-19,5485,4,"Dom","Dom",2010,4961,"lifebr",2010,2.94367555463228,11,0
"509",1533,125,"BrM",2014,"CN",1999-08-31,1999,404,2014-10-04,6682,99,"Dom","Dom",2015,6876,"lifebr",2014,4.45790002850407,15,1
"510",1534,28,"BrM",1999,"CN",1998-09-05,1998,376,1999-09-26,2547,80,"Dom","Dom",2000,3081,"lifebr",1999,5.15521640609487,1,1
"511",1536,85,"BrF",2008,"CN",1999-09-09,1999,368,2008-02-21,4339,36,"Dom","Dom",2008,4521,"lifebr",2008,1.83148956081149,9,0
"512",1538,82,"BrF",2007,"CN",1999-07-24,1999,396,2007-09-16,4234,62,"Dom","Dom",2008,4359,"lifebr",2007,2.00111878419741,8,0
"513",1539,85,"BrM",2008,"CN",1999-09-22,1999,368,2008-02-21,4359,62,"Dom","Dom",2008,4540,"lifebr",2008,1.83148956081149,9,1
"514",1540,41,"BrM",2002,"CN",1999-09-23,1999,396,2002-10-02,3260,57,"Dom","Dom",2003,487,"lifebr",NA,NA,3,1
"515",1541,37,"BrF",2005,"CN",1999-09-23,1999,374,2005-09-11,3004,59,"Dom","Dom",2005,6346,"lifebr",2005,3.76584093842371,6,0
"516",1542,112,"BrM",2012,"CN",1999-09-23,1999,289,2012-02-28,5690,34,"Dom","T",2012,5349,"lifebr",NA,NA,13,1
"517",1543,90,"BrM",2009,"CN",1999-04-06,1999,332,2009-03-03,4091,42,"Dom","Dom",2009,4726,"lifebr",2009,3.28909595669203,10,1
"518",1550,31,"BrF",2003,"CN",1999-09-23,1999,353,2004-01-14,2609,26,"Dom","Dom",2004,2726,"lifebr",NA,NA,4,0
"519",1552,40,"BrF",2001,"CN",1999-10-02,1999,305,2001-07-26,3176,54,"Dom","Dom",2002,809,"lifebr",NA,NA,2,0
"520",1553,92,"BrM",2009,"CN",1999-10-02,1999,349,2009-09-18,4732,50,"Dom","Dom",2010,5516,"lifebr",2009,4.55094243891926,10,1
"521",1557,30,"BrM",2003,"CN",1999-10-03,1999,373,2003-09-02,479,49,"Dom","Dom",2003,2626,"lifebr",2003,3.65308711255895,4,1
"522",1558,87,"BrF",2008,"CN",1999-10-03,1999,368,2008-09-07,4542,66,"Dom","Dom",2009,4109,"lifebr",2008,2.59212595036396,9,0
"523",1559,90,"BrF",2009,"CN",1999-10-03,1999,332,2009-03-03,4078,23,"Dom","Dom",2009,4713,"lifebr",2009,3.28909595669203,10,0
"524",1561,31,"BrF",2003,"CN",1999-10-03,1999,353,2004-01-14,2638,61,"Dom","Dom",2004,2754,"lifebr",NA,NA,4,0
"525",1563,87,"BrF",2008,"CN",1999-04-07,1999,368,2008-09-07,4583,126,"Dom","Dom",2009,4149,"lifebr",2008,2.59212595036396,9,0
"526",1564,39,"NSA",2000,"CN",1999-10-04,1999,404,2000-08-13,3103,115,"Sub","Dom",2001,3164,"lifebr",NA,NA,1,1
"527",1566,85,"BrM",2008,"CN",1999-10-05,1999,368,2008-02-21,4373,80,"Dom","Dom",2008,4554,"lifebr",2008,1.83148956081149,9,1
"528",1569,40,"BrM",2001,"CN",1998-12-06,1998,305,2001-07-26,3243,165,"Dom","Dom",2002,852,"lifebr",NA,NA,3,1
"529",1570,32,"BrM",2004,"CN",1999-10-07,1999,351,2004-05-29,2820,169,"Dom","Dom",2004,635,"lifebr",NA,NA,5,1
"530",1572,31,"BrM",2003,"CN",2000-05-30,2000,353,2004-01-14,2633,56,"Dom","Dom",2004,2749,"lifebr",NA,NA,3,1
"531",1575,39,"OFL",2000,"CN",2000-04-03,2000,404,2000-08-13,3075,72,"Sub","Dom",2001,3205,"lifebr",NA,NA,0,0
"532",1576,92,"BrF",2009,"CN",2000-04-03,2000,349,2009-09-18,4774,111,"Dom","Dom",2010,5556,"lifebr",2009,4.55094243891926,9,0
"533",1578,40,"BrM",2001,"CN",2000-06-04,2000,305,2001-07-26,3201,87,"Dom","Dom",2002,822,"lifebr",NA,NA,1,1
"534",1579,85,"BrM",2008,"CN",2000-06-04,2000,368,2008-02-21,4425,174,"Dom","Dom",2008,4604,"lifebr",2008,1.83148956081149,8,1
